id,discipline,statement,source,page,stage,reviewStatus,flags,reviewLevel,semanticVerdict,location
ca_dUWBWFtm,思想政治,能解释公民依法行使权利、依法履行义务的行为,讲述法治使国家更强大的典型事例，表明法治是先进的国家治理方式；列举科学立法、严格执法、公正司法、全民守法的事例，描绘社会主义法治国家的图景；列举实例，说明任何组织或者个人都没有超越宪法和法律的特权；秉持自由、平等、公正、法治的价值取向，解释公民依法行使权利、依法履行义务的行为；引用自身的经验，推荐依法办事、依法维权、依法解决纠纷的案例，表明法治让社会更和谐。,45,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:65
ca_r5iZdXDb,思想政治,能解释公民参与民主决策、民主管理、民主监督的必要条件和重要意义,引用主流媒体的报道，确认公民参与国家立法、政府决策、社会治理、公共服务的途径、方式和规则；引用经过核实的报道，解释公民参与民主决策、民主管理、民主监督的必要条件和重要意义；阐述爱国、敬业、诚信、友善的价值准则，表明参加公益活动、践行公共道德的积极态度；结合各层面、各领域公民参与的情境，表明公共参与是体现人民主体地位的应有之义。,45,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:66
ca_u3KDXDaF,思想政治,能结合各层面、各领域公民参与的情境，表明公共参与是体现人民主体地位的应有之义,引用主流媒体的报道，确认公民参与国家立法、政府决策、社会治理、公共服务的途径、方式和规则；引用经过核实的报道，解释公民参与民主决策、民主管理、民主监督的必要条件和重要意义；阐述爱国、敬业、诚信、友善的价值准则，表明参加公益活动、践行公共道德的积极态度；结合各层面、各领域公民参与的情境，表明公共参与是体现人民主体地位的应有之义。,45,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:67
ca_B37YVppB,思想政治,能归纳中国特色社会主义政治制度、经济制度的特点和优点,通过对中国近现代史的回顾，依循历史逻辑证实走中国特色社会主义道路是历史和人民的选择；叙述马克思主义“一脉相承、与时俱进”的发展，明确习近平新时代中国特色社会主义思想是对马克思列宁主义、毛泽东思想、邓小平理论、 “三个代表”重要思想、科学发展观的继承和发展，是马克思主义中国化最新成果；分析具体事例，归纳中国特色社会主义政治制度、经济制度的特点和优点；运用具体事例，展示中国共产党依法执政的方式，说明加强和改善党的领导的意义；结合为实现中华民族伟大复兴中国梦而奋斗的历程，解释社会主义核心价值观是中国特色社会主义道路、理论、制度和文化的价值表达。,45,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:68
ca_ybRtFzSy,思想政治,能辨析继承中华优秀传统文化、不同文化交流互鉴、践行与传播先进文化的行为,运用辩证唯物主义基本观点和方法，回应当前经济、政治、文化、社会和生态文明建设中的突出问题，并对相关信息或推理进行检验和评价；运用相关学科的方法，在实践中反思各领域既有政策和体制、机制方面的限制性条件，解放思想，评估其对国家和社会发展的影响；关注当前热点问题和事件，科学论证选择方案，既表达担当社会责任的态度，又表现促进社会和谐的智慧；辨析继承中华优秀传统文化、不同文化交流互鉴、践行与传播先进文化的行为，表达文化创新的意义，揭示事物的文化价值以及各种文化现象背后的重要影响因素。,45,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:69
ca_QMZcfJ9f,思想政治,能表达文化创新的意义，揭示事物的文化价值以及各种文化现象背后的重要影响因素,运用辩证唯物主义基本观点和方法，回应当前经济、政治、文化、社会和生态文明建设中的突出问题，并对相关信息或推理进行检验和评价；运用相关学科的方法，在实践中反思各领域既有政策和体制、机制方面的限制性条件，解放思想，评估其对国家和社会发展的影响；关注当前热点问题和事件，科学论证选择方案，既表达担当社会责任的态度，又表现促进社会和谐的智慧；辨析继承中华优秀传统文化、不同文化交流互鉴、践行与传播先进文化的行为，表达文化创新的意义，揭示事物的文化价值以及各种文化现象背后的重要影响因素。,45,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:70
ca_rDNe9C8t,思想政治,能描述法治国家、法治政府、法治社会的基本表征,描述法治国家、法治政府、法治社会的基本表征，说明依法治国是党领导人民治理国家的基本方式；归纳违法犯罪的主要种类及其成因，阐明宪法法律至上、法律面前人人平等的法治理念；剖析实例，比较不同的涉法行为，预测其后果，阐释权利与义务的关系；联系依法治理的实际，证实依法办事、依法维权、依法解决纠纷的好处，表达法治让生活更美好的感悟。,46,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:71
ca_hUz85MMK,思想政治,能说明依法治国是党领导人民治理国家的基本方式,描述法治国家、法治政府、法治社会的基本表征，说明依法治国是党领导人民治理国家的基本方式；归纳违法犯罪的主要种类及其成因，阐明宪法法律至上、法律面前人人平等的法治理念；剖析实例，比较不同的涉法行为，预测其后果，阐释权利与义务的关系；联系依法治理的实际，证实依法办事、依法维权、依法解决纠纷的好处，表达法治让生活更美好的感悟。,46,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:72
ca_HLSbRFru,思想政治,能归纳违法犯罪的主要种类及其成因，阐明宪法法律至上、法律面前人人平等的法治理念,描述法治国家、法治政府、法治社会的基本表征，说明依法治国是党领导人民治理国家的基本方式；归纳违法犯罪的主要种类及其成因，阐明宪法法律至上、法律面前人人平等的法治理念；剖析实例，比较不同的涉法行为，预测其后果，阐释权利与义务的关系；联系依法治理的实际，证实依法办事、依法维权、依法解决纠纷的好处，表达法治让生活更美好的感悟。,46,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:73
ca_85TxmGGL,思想政治,能比较不同的涉法行为，预测其后果，阐释权利与义务的关系,描述法治国家、法治政府、法治社会的基本表征，说明依法治国是党领导人民治理国家的基本方式；归纳违法犯罪的主要种类及其成因，阐明宪法法律至上、法律面前人人平等的法治理念；剖析实例，比较不同的涉法行为，预测其后果，阐释权利与义务的关系；联系依法治理的实际，证实依法办事、依法维权、依法解决纠纷的好处，表达法治让生活更美好的感悟。,46,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:74
ca_EPy8MEqs,思想政治,能表达法治让生活更美好的感悟,描述法治国家、法治政府、法治社会的基本表征，说明依法治国是党领导人民治理国家的基本方式；归纳违法犯罪的主要种类及其成因，阐明宪法法律至上、法律面前人人平等的法治理念；剖析实例，比较不同的涉法行为，预测其后果，阐释权利与义务的关系；联系依法治理的实际，证实依法办事、依法维权、依法解决纠纷的好处，表达法治让生活更美好的感悟。,46,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:75
ca_KrHb4ner,思想政治,能表达参与公益事业的幸福感和成就感,举例说明各领域、各层级公共机构与公民生活的关系，并表达对这些机构的工作方式和规则的期望；针对人们当前关注的公共事务，评议政府履行职责的行为；解释基层群众自治的价值，阐述公民有序参与、直接行使民主权利的意义；分享公共参与的体验，表达参与公益事业的幸福感和成就感；评析公共参与的实例，展现我国人民的主人翁意识和社会责任感。,46,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:76
ca_Jx7rFcZz,思想政治,能选择恰当论据，在全球视野中比较各国发展道路,选择恰当论据，在全球视野中比较各国发展道路，论证只有中国特色社会主义才能发展中国；结合改革开放的实践，阐述习近平新时代中国特色社会主义思想的精神实质；对照西方主要国家的政治制度，阐述人民代表大会制度的组织和活动原则，说明绝不能照搬西方政治制度模式的道理；阐明党的执政理念和全面从严治党的意志，阐述中国共产党永远保持先进性和纯洁性的意义；论证社会主义核心价值观既体现了社会主义本质要求，继承了中华优秀传统文化，也吸收了世界文明有益成果，体现了时代精神。,46,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:77
ca_mXsyDH8w,思想政治,能论证只有中国特色社会主义才能发展中国,选择恰当论据，在全球视野中比较各国发展道路，论证只有中国特色社会主义才能发展中国；结合改革开放的实践，阐述习近平新时代中国特色社会主义思想的精神实质；对照西方主要国家的政治制度，阐述人民代表大会制度的组织和活动原则，说明绝不能照搬西方政治制度模式的道理；阐明党的执政理念和全面从严治党的意志，阐述中国共产党永远保持先进性和纯洁性的意义；论证社会主义核心价值观既体现了社会主义本质要求，继承了中华优秀传统文化，也吸收了世界文明有益成果，体现了时代精神。,46,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:78
ca_ZX6ZzB9T,思想政治,能说明绝不能照搬西方政治制度模式的道理,选择恰当论据，在全球视野中比较各国发展道路，论证只有中国特色社会主义才能发展中国；结合改革开放的实践，阐述习近平新时代中国特色社会主义思想的精神实质；对照西方主要国家的政治制度，阐述人民代表大会制度的组织和活动原则，说明绝不能照搬西方政治制度模式的道理；阐明党的执政理念和全面从严治党的意志，阐述中国共产党永远保持先进性和纯洁性的意义；论证社会主义核心价值观既体现了社会主义本质要求，继承了中华优秀传统文化，也吸收了世界文明有益成果，体现了时代精神。,46,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:79
ca_u8jEKKDB,思想政治,能运用相关学科原理辨识各种选择方案，预测未来发展的走向，作出恰当的研判,运用历史唯物主义基本观点和方法，阐释社会发展的基本规律和趋势，用历史思维评价不同信息和观点，辨明事实真伪；针对经济、政治、社会活动中的重要议题，运用相关学科原理辨识各种选择方案，预测未来发展的走向，作出恰当的研判；针对生活实践中各种不确定的具体问题，用矛盾分析的方法权衡利弊，作出正确的价值判断和行为选择；在积极开展国际文化交往的过程中，对如何继承中华优秀传统文化和革命文化、发展中国特色社会主义文化等议题，发表持之有故、言之成理的见解，并提出可行的建议。,46,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:80
ca_x453v5pN,思想政治,能剖析公共机构制定公共政策的实例，阐释公民有序参与不同领域、不同层级公共事务的意义和价值,剖析公共机构制定公共政策的实例，阐释公民有序参与不同领域、不同层级公共事务的意义和价值；列举公共利益与私人利益发生矛盾的实例，阐述协商民主的意义和价值，评估合理解决矛盾的方案；列举不同情境下的各种冷漠表现和议论，剖析导致冷漠的思想根源，彰显践行公共道德的勇气；抨击漠视、损害公共利益的行为，表达公共参与的强烈意愿，提出率先垂范的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:81
ca_mAkdQfxY,思想政治,能列举公共利益与私人利益发生矛盾的实例，阐述协商民主的意义和价值，评估合理解决矛盾的方案,剖析公共机构制定公共政策的实例，阐释公民有序参与不同领域、不同层级公共事务的意义和价值；列举公共利益与私人利益发生矛盾的实例，阐述协商民主的意义和价值，评估合理解决矛盾的方案；列举不同情境下的各种冷漠表现和议论，剖析导致冷漠的思想根源，彰显践行公共道德的勇气；抨击漠视、损害公共利益的行为，表达公共参与的强烈意愿，提出率先垂范的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:82
ca_NSUHEvsP,思想政治,能列举不同情境下的各种冷漠表现和议论，剖析导致冷漠的思想根源，彰显践行公共道德的勇气,剖析公共机构制定公共政策的实例，阐释公民有序参与不同领域、不同层级公共事务的意义和价值；列举公共利益与私人利益发生矛盾的实例，阐述协商民主的意义和价值，评估合理解决矛盾的方案；列举不同情境下的各种冷漠表现和议论，剖析导致冷漠的思想根源，彰显践行公共道德的勇气；抨击漠视、损害公共利益的行为，表达公共参与的强烈意愿，提出率先垂范的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:83
ca_ksJkLSVL,思想政治,能表达公共参与的强烈意愿，提出率先垂范的行动方案,剖析公共机构制定公共政策的实例，阐释公民有序参与不同领域、不同层级公共事务的意义和价值；列举公共利益与私人利益发生矛盾的实例，阐述协商民主的意义和价值，评估合理解决矛盾的方案；列举不同情境下的各种冷漠表现和议论，剖析导致冷漠的思想根源，彰显践行公共道德的勇气；抨击漠视、损害公共利益的行为，表达公共参与的强烈意愿，提出率先垂范的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:84
ca_5JVFpm32,思想政治,能表达坚守本色、保持特色、锐意进取的意志,综合运用各种论据，辨析各种错误思潮，有创见地批驳封闭僵化或改旗易帜的主张，阐明走中国特色社会主义道路的坚定信念；阐述习近平新时代中国特色社会主义思想的丰富内涵，表达坚守本色、保持特色、锐意进取的意志；跟进全面深化改革的进程，论证坚持中国特色社会主义制度不动摇的理由；引用全面从严治党的各种数据，评析中国共产党领导全国各族人民长期奋斗、不忘初心、继续前进的业绩；论证中国特色社会主义文化源自于中华优秀传统文化，熔铸于革命文化和社会主义先进文化，植根于中国特色社会主义伟大实践，阐明道路自信、理论自信、制度自信都是文化自信的表现。,47,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:85
ca_2N9Gqgm7,思想政治,能论证坚持中国特色社会主义制度不动摇的理由,综合运用各种论据，辨析各种错误思潮，有创见地批驳封闭僵化或改旗易帜的主张，阐明走中国特色社会主义道路的坚定信念；阐述习近平新时代中国特色社会主义思想的丰富内涵，表达坚守本色、保持特色、锐意进取的意志；跟进全面深化改革的进程，论证坚持中国特色社会主义制度不动摇的理由；引用全面从严治党的各种数据，评析中国共产党领导全国各族人民长期奋斗、不忘初心、继续前进的业绩；论证中国特色社会主义文化源自于中华优秀传统文化，熔铸于革命文化和社会主义先进文化，植根于中国特色社会主义伟大实践，阐明道路自信、理论自信、制度自信都是文化自信的表现。,47,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:86
ca_HLsGRcyg,思想政治,能论证尊崇宪法和法律在治国理政中的作用和价值,反思历史经验，立足于发展中国特色社会主义的实践，阐释全面依法治国对推进国家治理体系和治理能力现代化的意义；选用立法、执法、司法和守法中体现法律面前人人平等的实例，阐述运用法治思维的意义，论证尊崇宪法和法律在治国理政中的作用和价值；了解生活中主要民事法律规范，列举解决纠纷的有效途径和方式，论证依法行使权利、依法履行义务、依法办事的意义；描绘法治中国的蓝图，阐述法治信仰的价值，提出维护公平正义和法律尊严的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:87
ca_xJTeMpXW,思想政治,能列举解决纠纷的有效途径和方式,反思历史经验，立足于发展中国特色社会主义的实践，阐释全面依法治国对推进国家治理体系和治理能力现代化的意义；选用立法、执法、司法和守法中体现法律面前人人平等的实例，阐述运用法治思维的意义，论证尊崇宪法和法律在治国理政中的作用和价值；了解生活中主要民事法律规范，列举解决纠纷的有效途径和方式，论证依法行使权利、依法履行义务、依法办事的意义；描绘法治中国的蓝图，阐述法治信仰的价值，提出维护公平正义和法律尊严的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:88
ca_MLtyKMW9,思想政治,能描绘法治中国的蓝图，阐述法治信仰的价值，提出维护公平正义和法律尊严的行动方案,反思历史经验，立足于发展中国特色社会主义的实践，阐释全面依法治国对推进国家治理体系和治理能力现代化的意义；选用立法、执法、司法和守法中体现法律面前人人平等的实例，阐述运用法治思维的意义，论证尊崇宪法和法律在治国理政中的作用和价值；了解生活中主要民事法律规范，列举解决纠纷的有效途径和方式，论证依法行使权利、依法履行义务、依法办事的意义；描绘法治中国的蓝图，阐述法治信仰的价值，提出维护公平正义和法律尊严的行动方案。,47,"{""min"": ""G10"", ""max"": ""G12""}",llm-proposed,"[""A03"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:89
ca_stEyX3AB,思想政治,能论证公共参与是人民当家作主的必然表现和重要标志，是当代中国公民责任担当的宝贵品格和关键能力,评析各种指向公共机构的质疑，解释公民在公共参与过程中与各领域、各层级公共机构的互动关系，系统归纳参与国家立法、政府决策、社会治理的途径和方式；列举不同群体间利益冲突的实例，揭示其历史和现实根源，并提出管控冲突、化解矛盾的方法；评述有序政治参与的过程，既解释公民行使权利、履行义务的意义，又强调人民主体地位的保障；全面阐述公共参与对公民直接行使民主权利的意义，论证公共参与是人民当家作主的必然表现和重要标志，是当代中国公民责任担当的宝贵品格和关键能力。,48,"{""min"": ""G10"", ""max"": ""G12""}",disputed,"[""A02"", ""A07""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-思想政治.jsonl:90
ca_anashh7U,数学,能识别给定集合的子集,集合的基本关系理解集合之间包含与相等的含义 ，能识别给定集合的子集 。,23,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:1
ca_5fCx8Y3a,数学,能用基本不等式解决简单的最大值或最小值问题,基本不等式掌握基本不等式 槡犪 犫≤犪＋犫2 （犪，犫≥0） 。结合具体实例 ，能用6 1基本不等式解决简单的最大值或最小值问题 。4 .从函数观点看一元二次方程和一元二次不等式用函数理解方程和不等式是数学的基本思想方法 。本单元的学习，可以帮助学生用一元二次函数认识一元二次方程和一元二次不等式。通过梳理初中数学的相关内容 ，理解函数 、方程和不等式之间的联系，体会数学的整体性 。内容包括：从函数观点看一元二次方程 、从函数观点看一元二次不等式。,24,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:2
ca_rWAMueVh,数学,能判断一元二次方程实根的存在性及实根的个数,从函数观点看一元二次方程会结合一元二次函数的图象 ，判断一元二次方程实根的存在性及实根的个数，了解函数的零点与方程根的关系 。,25,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:3
ca_upr9t2Ck,数学,能借助一元二次函数求解一元二次不等式 ，并能用集合表示一元二次不等式的解集,从函数观点看一元二次不等式①经历从实际情境中抽象出一元二次不等式的过程 ，了解一元二次不等式的现实意义 。能借助一元二次函数求解一元二次不等式 ，并能用集合表示一元二次不等式的解集 。②借助一元二次函数的图象 ，了解一元二次不等式与相应函数 、方程的联系 （参见案例1） 。,25,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:4
ca_NMJd6Muy,数学,能利用函数构建模型 ，解决问题,1 .函数概念与性质本单元的学习 ，可以帮助学生建立完整的函数概念 ，不仅把函数理解为刻画变量之间依赖关系的数学语言和工具 ，也把函数理解为实数集合之间的对应关系 ；能用代数运算和函数图象揭示函数的主要性质；在现实问题中，能利用函数构建模型 ，解决问题。,27,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:5
ca_9cd64r5L,数学,会根据不同的需要选择恰当的方法 （如图象法、列表法、解析法）表示函数,函数概念①在初中用变量之间的依赖关系描述函数的基础上 ，用集合语言和对应关系刻画函数 ，建立完整的函数概念 （参见案例 2） ，体会集合语言和对应关系在刻画函数概念中的作用 。了解构成函数的要素，能求简单函数的定义域 。②在实际情境中 ，会根据不同的需要选择恰当的方法 （如图象法、列表法、解析法）表示函数，理解函数图象的作用 。③通过具体实例，了解简单的分段函数 ，并能简单应用。,27,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:6
ca_Mg7hXjv8,数学,会用符号语言表达函数的单调性 、最大值 、最小值,函数性质①借助函数图象 ，会用符号语言表达函数的单调性 、最大值 、最小值，理解它们的作用和实际意义 。②结合具体函数，了解奇偶性的概念和几何意义 。③结合三角函数，了解周期性的概念和几何意义 。9 1/G3A/G25/G26/G27/G3B/G3C［1］标有的内容为选学内容 ，不作为考试要求 。,27,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:7
ca_xP66Q3eW,数学,能利用三角函数构建数学模型 ，解决实际问题,利用三角函数构建数学模型 ，解决实际问题。,28,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:8
ca_cZNCFHH3,数学,能画出这些三角函数的图象,三角函数概念和性质①借助单位圆理解三角函数 （正弦、余弦、正切 ）的定义 ，能画出这些三角函数的图象 ，了解三角函数的周期性 、单调性 、奇偶性、最大 （小）值。借助单位圆的对称性 ，利用定义推导出诱导公式 （α±π2，α±π的正弦、余弦、正切） 。②借助图象理解正弦函数 、余弦函数在 ［0，2π］上，正切函数在（－π2，π2）上的性质。1 2/G3A/G25/G26/G27/G3B/G3C③结合具体实例 ，了解狔＝犃s i n（ω狓＋φ）的实际意义 ；能借助图象理解 参 数ω，φ，犃 的 意 义，了 解 参 数 的 变 化 对 函 数 图 象 的影响。,29,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:9
ca_SUi66jrG,数学,能运用模型思想发现和提出问题 、分析和解决问题,三角函数应用会用三角函数解决简单的实际问题 ，体会可以利用三角函数构建刻画事物周期变化的数学模型 （参见案例4） 。4 .函数应用函数应用不仅体现在用函数解决数学问题 ，更重要的是用函数解决实际问题 。本单元的学习 ，可以帮助学生掌握运用函数性质求方程近似解的基本方法 （二分法 ） ；理解用函数构建数学模型的基本过程；运用模型思想发现和提出问题 、分析和解决问题 。内容包括：二分法与求方程近似解 、函数与数学模型 。,30,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:10
ca_cHUDqLuL,数学,能借助计算工具用二分法求方程近似解,二分法与求方程近似解①结合学过的函数图象 ，了解函数零点与方程解的关系 。②结合具体连续函数及其图象的特点 ，了解函数零点存在定理 ，探索用二分法求方程近似解的思路并会画程序框图 ，能借助计算工2 2具用二分法求方程近似解 ，了解用二分法求方程近似解具有一般性 。,30,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:11
ca_8APpmP2c,数学,会选择合适的函数类型刻画现实问题的变化规律,函数与数学模型①理解函数模型是描述客观世界中变量关系和规律的重要数学语言和工具。在实际情境中 ，会选择合适的函数类型刻画现实问题的变化规律。②结合现实情境中的具体问题 ，利用计算工具 ，比较对数函数 、一元一次函数、指数函数增长速度的差异 ，理解 “对数增长 ”“直线上升”“指数爆炸”等术语的现实含义 。③收集、阅读一些现实生活、生产实际或者经济领域中的数学模型，体会人们是如何借助函数刻画实际问题的 ，感悟数学模型中参数的现实意义。,31,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:12
ca_nBJtiSmx,数学,能比较对数函数 、一元一次函数、指数函数增长速度的差异,函数与数学模型①理解函数模型是描述客观世界中变量关系和规律的重要数学语言和工具。在实际情境中 ，会选择合适的函数类型刻画现实问题的变化规律。②结合现实情境中的具体问题 ，利用计算工具 ，比较对数函数 、一元一次函数、指数函数增长速度的差异 ，理解 “对数增长 ”“直线上升”“指数爆炸”等术语的现实含义 。③收集、阅读一些现实生活、生产实际或者经济领域中的数学模型，体会人们是如何借助函数刻画实际问题的 ，感悟数学模型中参数的现实意义。,31,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:13
ca_9QYLicS7,数学,能用向量语言 、方法表述和解决现实生活 、数学和物理中的问题,1 .平面向量及其应用向量理论具有深刻的数学内涵 、丰富的物理背景 。向量既是代数研究对象，也是几何研究对象 ，是沟通几何与代数的桥梁 。向量是描述直线、曲线、平面、曲面以及高维空间数学问题的基本工具 ，是进一步学习和研究其他数学领域问题的基础 ，在解决实际问题中发挥重要作用 。本单元的学习 ，可以帮助学生理解平面向量的几何意义和代数意义 ；掌握平面向量的概念 、运算、向量基本定理以及向量的应用；用向量语言 、方法表述和解决现实生活 、数学和物理中的问题。,33,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,"[""A09""]",deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:14
ca_xhWegj3A,数学,会计算平面向量的数量积,向量运算①借助实例和平面向量的几何表示 ，掌握平面向量加 、减运算及运算规则，理解其几何意义 。②通过实例分析 ，掌握平面向量数乘运算及运算规则 ，理解其几何意义。理解两个平面向量共线的含义 。③了解平面向量的线性运算性质及其几何意义 。④通过物理中功等实例 ，理解平面向量数量积的概念及其物理意义，会计算平面向量的数量积 。⑤通过几何直观 ，了解平面向量投影的概念以及投影向量的意义 （参见案例9） 。⑥会用数量积判断两个平面向量的垂直关系 。,34,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:15
ca_5vjTCnv4,数学,会表示两个平面向量的夹角,向量基本定理及坐标表示①理解平面向量基本定理及其意义 。②借助平面直角坐标系 ，掌握平面向量的正交分解及坐标表示 。③会用坐标表示平面向量的加 、减运算与数乘运算 。④能用 坐 标 表 示 平 面 向 量 的 数 量 积，会 表 示 两 个 平 面 向 量 的夹角。⑤能用坐标表示平面向量共线 、垂直的条件。,34,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:16
ca_6zDt3ii2,数学,能掌握复数的表示 、运算及其几何意义,向量应用与解三角形①会用向量方法解决简单的平面几何问题 、力学问题以及其他实际问题，体会向量在解决数学和实际问题中的作用 。②借助向量的运算 ，探索三角形边长与角度的关系 ，掌握余弦定理、正弦定理。③能用余弦定理、正弦定理解决简单的实际问题 。2 .复数复数是一类重要的运算对象 ，有广泛的应用 。本单元的学习 ，可以帮助学生通过方程求解 ，理解引入复数的必要性 ，了解数系的6 2扩充，掌握复数的表示 、运算及其几何意义 。内容包括：复数的概念、复数的运算、复数的三角表示 。,34,"{""min"": ""G10"", ""max"": ""G12""}",ai-reviewed,[],deterministic-screen-only,not-adjudicated,anchors/gaozhong-数学.jsonl:18
